step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_TRANSFER,origBalanceDiscrepancy,destBalanceDiscrepancy,vraiValeur,valeurPredite
20,27728.78,38636.0,10907.22,0.0,27728.78,0,0.0,0.0,0,0
18,141890.45,0.0,0.0,147659.23,289549.68,0,141890.45,5.820766091346741e-11,0,0
16,194563.09,0.0,0.0,1944236.39,2138799.49,0,194563.09,-0.0100000002421438,0,0
5,1994525.04,1994525.04,0.0,337740.87,2332265.91,0,0.0,0.0,1,1
10,139305.56,0.0,0.0,1734523.21,1873828.77,0,139305.56,0.0,0,0
18,100936.26,100775.0,0.0,0.0,100936.26,0,161.25999999999476,0.0,0,0
20,25169.24,10037.0,0.0,74650.85,99820.09,0,15132.240000000002,1.4551915228366852e-11,0,0
20,149269.96,51875.0,0.0,177574.16,326844.12,0,97394.96,0.0,0,0
10,186607.47,11410.0,0.0,0.0,186607.47,0,175197.47,0.0,0,0
23,30878.95,93909.2,63030.26,119865.61,150744.56,0,0.0100000000093132,0.0,0,0
18,58841.95,10197.0,0.0,40486.32,99328.27,0,48644.95,-1.4551915228366852e-11,0,0
12,90298.14,40051.0,0.0,1656604.9,1746903.04,0,50247.14,-2.3283064365386963e-10,0,0
15,662201.38,0.0,0.0,1322224.66,1984426.04,1,662201.38,0.0,0,0
19,93083.38,59267.0,0.0,5086.97,98170.35,0,33816.380000000005,0.0,0,0
12,269647.67,0.0,0.0,1041131.44,1310779.11,0,269647.67,-2.3283064365386963e-10,0,0
18,303432.45,303432.45,0.0,0.0,0.0,1,0.0,303432.45,1,1
10,174525.35,0.0,0.0,1951896.55,2126421.9,0,174525.35,0.0,0,0
17,1643663.04,4040.0,0.0,389539.74,2033202.78,1,1639623.04,0.0,0,0
19,47801.32,105007.0,57205.68,0.0,47801.32,0,0.0,0.0,0,0
9,3735752.23,459.0,0.0,50568.59,3786320.82,1,3735293.23,0.0,0,0
10,11885.53,165.0,0.0,0.0,11885.53,0,11720.53,0.0,0,0
11,260966.28,0.0,0.0,1054772.08,1315738.36,0,260966.28,0.0,0,0
20,184541.18,10354.0,0.0,15044.67,199585.85,0,174187.18,0.0,0,0
15,27248.7,0.0,0.0,110658.96,137907.66,0,27248.7,0.0,0,0
16,348532.31,30321.91,0.0,7321.97,355854.28,0,318210.4,-5.820766091346741e-11,0,0
19,173284.0,0.0,0.0,330405.5,503689.5,0,173284.0,0.0,0,0
14,1103153.47,426.0,0.0,696563.41,1799716.87,1,1102727.47,0.0099999997764825,0,0
17,272776.59,272776.59,0.0,0.0,0.0,1,0.0,272776.59,1,1
16,2895954.99,2895954.99,0.0,0.0,0.0,1,0.0,2895954.99,1,1
10,130469.02,25841.0,0.0,0.0,130469.02,0,104628.02,0.0,0,0
18,59718.15,10797.0,0.0,823763.18,883481.34,0,48921.15,-0.0099999998928979,0,0
15,19218.22,0.0,0.0,221052.91,240271.13,0,19218.22,0.0,0,0
14,196625.37,41872.0,0.0,881858.8,1078484.16,0,154753.37,0.0100000000093132,0,0
17,633647.53,0.0,0.0,11757730.69,12391378.22,1,633647.53,-1.862645149230957e-09,0,0
19,442760.82,1190.0,0.0,0.0,442760.82,1,441570.82,0.0,0,0
12,116238.94,102236.0,0.0,0.0,116238.94,0,14002.940000000002,0.0,0,0
13,345433.32,0.0,0.0,1766558.91,2951032.0,1,345433.32,-839039.77,0,0
18,180703.56,25088.0,0.0,235434.61,416138.17,0,155615.56,0.0,0,0
10,406423.96,0.0,0.0,2380627.51,2787051.47,1,406423.96,-4.656612873077393e-10,0,0
13,54112.37,0.0,0.0,8544867.29,8317569.28,0,54112.37,281410.379999998,0,0
12,358670.31,16866.0,0.0,823813.2,1182483.51,0,341804.31,0.0,0,0
14,2821821.23,0.0,0.0,4495723.9,7317545.13,1,2821821.23,9.313225746154783e-10,0,0
12,122461.96,0.0,0.0,323380.88,445842.85,0,122461.96,-0.0099999999511055,0,0
13,15037.78,0.0,0.0,202092.93,217130.71,0,15037.78,0.0,0,0
11,55807.89,269936.49,214128.6,3430357.71,3486165.6,0,0.0,0.0,0,0
9,971616.73,0.0,0.0,1845436.89,2817053.62,1,971616.73,0.0,0,0
19,244940.04,0.0,0.0,1191914.0,1436854.04,1,244940.04,0.0,0,0
10,179109.79,201.0,0.0,2821295.77,3000405.56,0,178908.79,0.0,0,0
15,139571.25,0.0,0.0,617443.08,757014.33,0,139571.25,0.0,0,0
10,76493.56,0.0,0.0,1281808.01,1358301.57,0,76493.56,0.0,0,0
18,1028097.91,0.0,0.0,4900967.63,5929065.54,1,1028097.91,0.0,0,0
14,260703.1,0.0,0.0,368275.86,850272.33,0,260703.1,-221293.37,0,0
9,139285.77,188.0,0.0,0.0,139285.77,0,139097.77,0.0,0,0
11,343640.55,51731.0,0.0,0.0,189517.08,0,291909.55,154123.47,0,0
17,147809.44,21040.0,0.0,2686060.15,2833869.59,0,126769.44,0.0,0,0
14,250172.43,77657.0,0.0,2059290.88,2309463.31,0,172515.43,0.0,0,0
10,464027.74,0.0,0.0,6263130.7,6727158.44,1,464027.74,0.0,0,0
15,35810.54,0.0,0.0,329268.3,365078.84,0,35810.54,-5.820766091346741e-11,0,0
16,377959.98,0.0,0.0,2621457.24,2999417.22,0,377959.98,0.0,0,0
13,12563.62,14988.0,2424.38,1668908.19,1681471.81,0,0.0,0.0,0,0
19,22828.55,40338.0,17509.45,0.0,22828.55,0,0.0,0.0,0,0
11,249473.94,20531.0,0.0,602414.48,851888.43,0,228942.94,-0.0100000001257285,0,0
17,198282.66,17644.32,0.0,528856.13,727138.78,0,180638.34,0.0100000000093132,0,0
11,88301.76,0.0,0.0,157937.21,246238.97,0,88301.76,-2.9103830456733704e-11,0,0
16,45535.54,845.0,0.0,209192.02,254727.56,0,44690.54,0.0,0,0
15,107949.81,0.0,0.0,2513561.46,2921174.23,0,107949.81,-299662.96,0,0
18,152817.17,20093.0,0.0,472335.62,625152.79,0,132724.17,0.0,0,0
16,174965.0,22363.0,0.0,8015.64,182980.64,0,152602.0,0.0,0,0
17,225760.94,402328.0,176567.06,663027.64,888788.58,0,0.0,1.1641532182693479e-10,0,0
10,546404.62,0.0,0.0,2429848.77,2976253.39,1,546404.62,0.0,0,0
10,432820.5,0.0,0.0,18354343.83,18787164.33,1,432820.5,0.0,0,0
18,1892217.35,40561.0,0.0,209640.03,2101857.37,1,1851656.35,0.0099999997764825,0,0
19,172450.14,0.0,0.0,19482120.13,19654570.27,0,172450.14,0.0,0,0
4,2911505.23,2911505.23,0.0,474059.17,3385564.4,0,0.0,0.0,1,1
10,181198.89,1246.0,0.0,162034.03,343232.92,0,179952.89,5.820766091346741e-11,0,0
2,932922.6,932922.6,0.0,400110.15,1333032.75,0,0.0,0.0,1,1
9,64531.36,0.0,0.0,1744211.17,1808742.52,0,64531.36,0.0100000000093132,0,0
19,50283.74,11893.0,0.0,799696.14,849979.88,0,38390.74,0.0,0,0
16,28570.28,2650.32,0.0,126644.09,155214.38,0,25919.96,-0.0100000000093132,0,0
16,674165.71,0.0,0.0,2233852.0,2908017.71,1,674165.71,0.0,0,0
20,27228.01,528.0,0.0,39201.5,66429.51,0,26700.01,0.0,0,0
19,89351.49,0.0,0.0,92523.29,181874.79,0,89351.49,-0.0100000000093132,0,0
12,20815.76,0.0,0.0,106715.72,127531.48,0,20815.76,0.0,0,0
1,415437.27,415437.27,0.0,1355367.57,1770804.84,0,0.0,0.0,1,1
19,320935.01,0.0,0.0,436404.99,757339.99,1,320935.01,0.0100000000093132,0,0
14,266472.2,102669.0,0.0,0.0,266472.2,0,163803.2,0.0,0,0
17,10000000.0,29585040.37,19585040.37,0.0,0.0,1,0.0,10000000.0,1,1
23,176783.94,0.0,0.0,502028.96,678812.89,1,176783.94,0.0100000000093132,0,0
18,373186.91,256852.0,0.0,46174.61,419361.53,1,116334.90999999996,-0.0100000000675208,0,0
10,170460.66,89.0,0.0,0.0,365778.07,1,170371.66,-195317.41,0,0
21,80255.96,99043.0,18787.04,0.0,80255.96,0,0.0,0.0,0,0
14,78420.88,19601.0,0.0,12347188.21,12425609.09,0,58819.880000000005,1.862645149230957e-09,0,0
9,219735.55,111160.0,0.0,0.0,219735.55,0,108575.55,0.0,0,0
3,2031464.82,2031464.82,0.0,0.0,0.0,1,0.0,2031464.82,1,1
19,165374.02,11315.0,0.0,204166.83,369540.85,0,154059.02,0.0,0,0
16,256447.2,0.0,0.0,9257173.87,9513621.08,0,256447.2,-0.0100000016391277,0,0
18,260329.51,693.0,0.0,280193.51,540523.02,0,259636.51,0.0,0,0
18,113516.36,54930.0,0.0,177895.36,291411.72,0,58586.36,0.0,0,0
17,89661.46,238.0,0.0,1170751.16,1260412.62,0,89423.46,-2.3283064365386963e-10,0,0
12,213677.3,20955.0,0.0,1347604.91,1561282.21,0,192722.3,0.0,0,0
13,63427.7,25072.0,0.0,0.0,63427.7,0,38355.7,0.0,0,0
11,91588.83,92687.0,1098.17,243970.98,335559.81,0,0.0,0.0,0,0
19,70204.51,0.0,0.0,1090398.52,1160603.03,0,70204.51,0.0,0,0
17,301599.54,0.0,0.0,1115426.68,1417026.22,0,301599.54,0.0,0,0
17,37860.88,0.0,0.0,2657953.01,2695813.89,0,37860.88,-4.656612873077393e-10,0,0
13,140899.24,40281.0,0.0,2774804.66,2915703.9,0,100618.24,4.656612873077393e-10,0,0
16,2344.97,0.0,0.0,969258.86,971603.82,0,2344.97,0.0100000000093132,0,0
19,389948.33,0.0,0.0,415348.22,805296.55,1,389948.33,0.0,0,0
11,85215.97,0.0,0.0,3684339.26,3769555.23,0,85215.97,0.0,0,0
11,1288967.35,0.0,0.0,3667924.55,4956891.91,1,1288967.35,-0.0099999997764825,0,0
14,176765.25,75536.0,0.0,1508066.76,1684832.01,0,101229.25,0.0,0,0
15,178144.71,54088.0,0.0,0.0,178144.71,0,124056.71,0.0,0,0
18,12550.92,117.0,0.0,54734.05,67284.97,0,12433.92,0.0,0,0
14,181899.81,0.0,0.0,2903032.15,3084931.96,0,181899.81,0.0,0,0
18,81145.9,107296.0,26150.1,3664171.38,3745317.28,0,0.0,0.0,0,0
13,544292.57,0.0,0.0,942954.68,1487247.25,1,544292.57,0.0,0,0
10,484792.47,15893.0,0.0,0.0,484792.47,0,468899.47,0.0,0,0
11,4080.61,0.0,0.0,17072.03,21152.65,0,4080.61,-0.0100000000020372,0,0
16,73896.72,0.0,0.0,315964.24,389860.96,0,73896.72,-5.820766091346741e-11,0,0
13,153637.46,0.0,0.0,200164.98,353802.43,0,153637.46,0.0100000000093132,0,0
20,50008.59,1733.0,0.0,0.0,50008.59,0,48275.59,0.0,0,0
14,33654.32,0.0,0.0,634114.51,667768.83,0,33654.32,0.0,0,0
12,20558.34,0.0,0.0,2283282.36,2303840.71,0,20558.34,-0.0100000002421438,0,0
11,150308.96,56652.9,0.0,201496.33,351805.29,0,93656.06,0.0,0,0
19,115511.58,6096.0,0.0,0.0,115511.58,0,109415.58,0.0,0,0
9,264658.9,4020.0,0.0,205989.11,470648.01,0,260638.9,0.0,0,0
17,621034.85,621034.85,0.0,0.0,0.0,1,0.0,621034.85,1,1
12,299959.32,55651.0,0.0,4260700.68,4560660.0,0,244308.32,0.0,0,0
20,22655.23,23126.0,470.77,590051.52,612706.75,0,0.0,0.0,0,0
12,291300.57,8480.21,0.0,2451538.35,2742838.92,0,282820.36,0.0,0,0
10,262369.71,22919.0,0.0,71773.13,334142.84,0,239450.71,0.0,0,0
14,494782.79,0.0,0.0,9710958.55,10205741.34,1,494782.79,0.0,0,0
18,150538.45,590231.0,439692.55,11000.0,0.0,0,0.0,161538.45,0,0
10,200116.31,145904.0,0.0,0.0,200116.31,0,54212.31,0.0,0,0
13,339383.88,86.0,0.0,0.0,339383.88,0,339297.88,0.0,0,0
19,21257.46,683.18,0.0,86174.11,107431.56,0,20574.28,0.0100000000093132,0,0
0,49434.25,49434.25,0.0,0.0,49434.25,0,0.0,0.0,1,1
21,361303.54,25401.6,0.0,399718.7,761022.24,1,335901.94,0.0,0,0
20,47488.31,0.0,0.0,836444.16,883932.47,0,47488.31,0.0,0,0
18,616303.16,0.0,0.0,3946287.96,4562591.12,1,616303.16,0.0,0,0
10,3228691.97,10930.0,0.0,84000.82,3312692.79,1,3217761.97,0.0,0,0
20,131527.93,10953.0,0.0,645919.32,777447.24,0,120574.93,0.0100000000093132,0,0
10,509609.97,9574.0,0.0,0.0,509609.97,0,500035.97,0.0,0,0
0,1502899.97,84798.3,0.0,3502413.86,5005313.83,1,1418101.67,0.0,0,0
10,372984.84,0.0,0.0,704571.16,1077556.0,0,372984.84,0.0,0,0
15,390134.38,0.0,0.0,472199.96,862334.33,0,390134.38,0.0100000001257285,0,0
11,236127.27,10469.0,0.0,102334.92,338462.19,0,225658.27,0.0,0,0
17,2561698.04,2561698.04,0.0,0.0,0.0,1,0.0,2561698.04,1,1
12,6937.54,170237.0,163299.46,1820.66,8758.19,0,0.0,0.0100000000002182,0,0
20,67464.64,0.0,0.0,1246447.47,1313912.11,0,67464.64,-2.3283064365386963e-10,0,0
14,8575.35,10557.0,1981.65,29697.81,38273.16,0,0.0,0.0,0,0
16,1265656.44,1265656.44,0.0,0.0,0.0,1,0.0,1265656.44,1,1
17,347719.0,4186.0,0.0,677623.02,1025342.03,0,343533.0,-0.0100000000093132,0,0
16,72839.84,0.0,0.0,744336.14,817175.98,0,72839.84,0.0,0,0
11,135731.4,3537.0,0.0,69591.49,205322.89,0,132194.4,0.0,0,0
18,187236.67,0.0,0.0,892536.11,1079772.78,0,187236.67,0.0,0,0
14,247910.65,96424.0,0.0,36795.75,284706.4,0,151486.65,0.0,0,0
20,51547.89,20188.0,0.0,865393.91,916941.8,1,31359.89,0.0,0,0
5,644314.67,644314.67,0.0,0.0,644314.67,0,0.0,0.0,1,1
11,102955.81,23486.0,0.0,767478.03,870433.83,0,79469.81,0.0100000001257285,0,0
7,505484.07,8437.0,0.0,0.0,3489392.77,1,497047.07,-2983908.7,0,0
21,221615.77,0.0,0.0,503568.74,780679.59,0,221615.77,-55495.07999999996,0,0
17,51690.71,0.0,0.0,2887624.27,2939314.98,0,51690.71,0.0,0,0
19,114452.22,10115.0,0.0,499587.37,614039.59,0,104337.22,0.0,0,0
12,360626.92,0.0,0.0,2278642.79,2639269.71,1,360626.92,0.0,0,0
15,131093.04,6016.0,0.0,2912693.76,3043786.8,0,125077.04,0.0,0,0
13,827513.61,22393.0,0.0,918401.93,1884246.04,1,805120.61,-138330.5,0,0
16,204859.65,0.0,0.0,1855450.66,2060310.31,0,204859.65,-2.3283064365386963e-10,0,0
12,135441.74,0.0,0.0,650009.41,785451.15,0,135441.74,0.0,0,0
12,162608.42,10417.0,0.0,123923.25,286531.67,1,152191.42,5.820766091346741e-11,0,0
10,561440.57,0.0,0.0,1435787.33,1997227.89,0,561440.57,0.0100000000093132,0,0
20,76007.55,0.0,0.0,1019493.97,1095501.52,0,76007.55,0.0,0,0
20,73688.95,0.0,0.0,305623.21,379312.17,0,73688.95,-0.0099999999511055,0,0
10,293386.28,0.0,0.0,421236.82,714623.09,0,293386.28,0.0100000001257285,0,0
12,1866581.01,0.0,0.0,2593153.07,4459734.08,1,1866581.01,0.0,0,0
13,125244.4,0.0,0.0,1246900.9,1372145.3,0,125244.4,-2.3283064365386963e-10,0,0
12,450953.84,0.0,0.0,4325017.54,4829441.9,0,450953.84,-53470.52000000048,0,0
11,227736.77,57419.0,0.0,50967.85,278704.62,0,170317.77,0.0,0,0
18,6431.75,0.0,0.0,7295569.89,7302001.65,0,6431.75,-0.0100000007078051,0,0
8,81075.04,0.0,0.0,92161.0,173236.04,0,81075.04,-2.9103830456733704e-11,0,0
17,290466.73,260745.98,0.0,1147111.72,1437578.45,1,29720.74999999997,0.0,0,0
17,338343.78,339.0,0.0,811568.34,1149912.12,0,338004.78,0.0,0,0
18,162390.58,0.0,0.0,261614.42,424005.0,0,162390.58,0.0,0,0
19,210560.54,0.0,0.0,2569260.29,2779820.83,0,210560.54,0.0,0,0
16,279377.11,0.0,0.0,293068.2,572445.3,0,279377.11,0.0100000000093132,0,0
10,4380.6,29737.0,25356.4,0.0,4380.6,0,0.0,0.0,0,0
12,63458.9,8611.0,0.0,4597626.55,6930444.74,0,54847.9,-2269359.29,0,0
1,189594.02,0.0,0.0,509143.79,698737.81,0,189594.02,-1.1641532182693479e-10,0,0
20,48193.7,21584.0,0.0,0.0,48193.7,0,26609.7,0.0,0,0
19,766024.63,0.0,0.0,1012169.45,2563538.61,1,766024.63,-785344.5299999998,0,0
19,131885.54,186.0,0.0,119211.09,314365.66,0,131699.54,-63269.02999999997,0,0
16,156838.11,22233.0,0.0,119714.64,276552.75,0,134605.11,0.0,0,0
15,97325.97,0.0,0.0,623568.95,1243918.34,0,97325.97,-523023.42000000016,0,0
14,107030.28,50191.0,0.0,76023.59,183053.87,0,56839.28,0.0,0,0
11,167527.42,0.0,0.0,199112.4,366639.82,0,167527.42,0.0,0,0
18,69834.14,0.0,0.0,398191.63,468025.76,0,69834.14,0.0100000000093132,0,0
18,424949.33,0.0,0.0,1096508.5,1344773.37,0,424949.33,176684.45999999996,0,0
12,434752.21,66979.0,0.0,1659172.18,2093924.39,0,367773.21,0.0,0,0
13,78005.24,102632.0,24626.76,10629.47,88634.71,0,0.0,0.0,0,0
13,295958.22,30673.0,0.0,3352354.13,3648312.34,0,265285.22,0.0099999997764825,0,0
9,44530.35,0.0,0.0,748577.26,793107.61,0,44530.35,0.0,0,0
10,325562.75,9011.0,0.0,619923.13,945485.88,0,316551.75,0.0,0,0
14,238365.0,0.0,0.0,260258.99,498623.99,0,238365.0,0.0,0,0
21,257434.16,0.0,0.0,1508867.28,1781850.2,1,257434.16,-15548.76000000001,0,0
19,17118.0,77524.94,60406.94,613050.78,630168.79,0,0.0,-0.0100000000093132,0,0
14,33505.96,9515.0,0.0,515899.78,549405.74,0,23990.96,0.0,0,0
14,146034.7,9598.0,0.0,0.0,146034.7,0,136436.7,0.0,0,0
12,62681.98,959.0,0.0,5992869.31,6055551.3,0,61722.98,-0.0099999997764825,0,0
19,1250011.3,0.0,0.0,1317695.65,2567706.95,1,1250011.3,0.0,0,0
17,377428.92,0.0,0.0,1643866.56,2021295.48,0,377428.92,0.0,0,0
17,138263.06,20352.0,0.0,83770.74,222033.8,0,117911.06,0.0,0,0
18,232679.22,53091.0,0.0,0.0,247200.75,1,179588.22,-14521.53,0,0
17,140615.65,0.0,0.0,520684.68,661300.33,0,140615.65,0.0,0,0
16,696596.0,42035.0,0.0,0.0,696596.0,1,654561.0,0.0,0,0
23,100092.13,1315.0,0.0,309914.55,410006.68,0,98777.13,0.0,0,0
12,437376.78,0.0,0.0,1095407.06,1532783.85,0,437376.78,-0.0100000000093132,0,0
14,69427.8,20149.0,0.0,5311.0,0.0,0,49278.8,74738.8,0,0
0,296884.38,0.0,0.0,3167328.69,3464213.07,0,296884.38,0.0,0,0
20,188509.12,0.0,0.0,4909804.0,5143038.87,0,188509.12,-44725.75,0,0
23,1088166.86,1249206.57,161039.71,1160243.09,2248409.95,1,0.0,0.0,0,0
18,499907.11,21104.0,0.0,178805.85,678712.97,1,478803.11,-0.0100000000093132,0,0
18,154563.09,0.0,0.0,872147.91,1026711.0,0,154563.09,0.0,0,0
18,317576.24,0.0,0.0,351195.29,668771.52,1,317576.24,0.0100000000093132,0,0
3,2754740.54,2754740.54,0.0,1767824.71,4522565.25,0,0.0,0.0,1,1
10,294260.16,22369.0,0.0,460700.04,754960.2,0,271891.16,0.0,0,0
18,46410.05,225553.0,179142.95,413014.14,927310.68,0,0.0,-467886.4900000001,0,0
15,225731.67,17343.0,0.0,0.0,225731.67,0,208388.67,0.0,0,0
13,235881.63,21638.0,0.0,394004.99,629886.62,0,214243.63,0.0,0,0
19,92172.99,67700.0,0.0,5698907.89,6994191.88,0,24472.990000000005,-1203111.0,0,0
18,1149111.18,0.0,0.0,1787542.36,2936653.53,1,1149111.18,0.0100000002421438,0,0
16,246367.6,0.0,0.0,289500.88,535868.48,0,246367.6,0.0,0,0
20,27501.44,0.0,0.0,308711.22,126041.36,0,27501.44,210171.3,0,0
11,467965.93,0.0,0.0,630666.91,1098632.84,1,467965.93,0.0,0,0
17,164808.45,0.0,0.0,778992.51,943800.96,0,164808.45,0.0,0,0
18,27708.75,4389.0,0.0,0.0,27708.75,0,23319.75,0.0,0,0
16,191225.08,0.0,0.0,1219748.16,1410973.24,0,191225.08,0.0,0,0
21,131524.6,184756.76,53232.16,2148643.24,2280167.84,0,0.0,4.656612873077393e-10,0,0
20,158142.26,0.0,0.0,2203698.05,2361840.31,0,158142.26,-4.656612873077393e-10,0,0
11,68622.43,167324.0,98701.57,16733.6,85356.03,1,0.0,0.0,0,0
15,424340.29,14941.0,0.0,0.0,424340.29,0,409399.29,0.0,0,0
10,110492.19,0.0,0.0,3626456.66,3596290.19,0,110492.19,140658.66000000015,0,0
12,160415.28,41788.41,0.0,518691.95,679107.23,0,118626.87,0.0,0,0
19,164444.79,0.0,0.0,278362.69,442807.48,0,164444.79,0.0,0,0
14,42985.54,0.0,0.0,120901.33,163886.86,0,42985.54,0.0100000000093132,0,0
17,56954.26,0.0,0.0,755454.69,812408.95,0,56954.26,0.0,0,0
18,232256.04,21533.0,0.0,12481.11,244737.15,0,210723.04,2.9103830456733704e-11,0,0
12,224175.82,11233.0,0.0,0.0,224175.82,0,212942.82,0.0,0,0
10,36173.16,0.0,0.0,413570.48,449743.65,1,36173.16,-0.0100000000093132,0,0
16,39318.55,12900.0,0.0,169500.82,349129.51,0,26418.550000000003,-140310.14,0,0
19,1375934.37,0.0,0.0,2927087.97,4303022.34,1,1375934.37,0.0,0,0
12,819361.75,0.0,0.0,1117359.74,1936721.49,1,819361.75,0.0,0,0
14,10000000.0,10000000.0,0.0,141403.34,10141403.34,0,0.0,0.0,1,1
12,1477897.84,10535.0,0.0,19469.84,2767770.05,1,1467362.84,-1270402.3699999996,0,0
19,94663.6,0.0,0.0,296950.14,391613.75,0,94663.6,-0.0100000000093132,0,0
18,208580.35,37655.0,0.0,1386977.07,1595557.42,0,170925.35,2.3283064365386963e-10,0,0
14,27692.48,50371.0,22678.52,177441.23,205133.71,0,0.0,2.9103830456733704e-11,0,0
12,472023.94,200302.0,0.0,0.0,636080.31,0,271721.94,-164056.37000000005,0,0
20,33282.16,10939.0,0.0,0.0,33282.16,0,22343.160000000003,0.0,0,0
23,264451.54,0.0,0.0,432822.32,697273.85,0,264451.54,0.0100000000093132,0,0
15,4883.68,26836.0,21952.32,0.0,4883.68,0,0.0,0.0,0,0
9,339995.34,0.0,0.0,2189011.79,2594537.88,0,339995.34,-65530.75,0,0
9,608541.88,0.0,0.0,1721587.52,2330129.4,1,608541.88,0.0,0,0
19,311183.33,0.0,0.0,566212.15,877395.47,0,311183.33,0.0100000000093132,0,0
19,127115.75,0.0,0.0,1273672.53,1400788.28,0,127115.75,0.0,0,0
20,1792780.26,0.0,0.0,4823925.97,6616706.23,1,1792780.26,-9.313225746154783e-10,0,0
18,183549.71,49432.0,0.0,0.0,183549.71,1,134117.71,0.0,0,0
12,192960.52,0.0,0.0,366596.76,559557.27,1,192960.52,0.0100000000093132,0,0
18,121845.74,0.0,0.0,135194.79,257040.53,0,121845.74,2.9103830456733704e-11,0,0
9,348973.98,452781.0,103807.02,0.0,348973.98,0,0.0,0.0,0,0
19,136648.71,9090.0,0.0,22538662.84,22675311.55,0,127558.71,0.0,0,0
15,70857.53,0.0,0.0,622995.12,693852.65,0,70857.53,0.0,0,0
14,81597.37,0.0,0.0,979440.53,1061037.9,0,81597.37,0.0,0,0
23,331835.6,0.0,0.0,413584.87,745420.47,0,331835.6,0.0,0,0
20,91486.31,31865.0,0.0,1604184.75,1695671.06,0,59621.31,0.0,0,0
19,110669.6,0.0,0.0,775232.1,885901.7,0,110669.6,0.0,0,0
10,436079.14,0.0,0.0,1256190.22,1692269.36,0,436079.14,-2.3283064365386963e-10,0,0
11,172901.27,0.0,0.0,6564158.85,6737060.12,0,172901.27,-9.313225746154783e-10,0,0
12,105344.48,0.0,0.0,969929.02,1075273.51,0,105344.48,-0.0100000000093132,0,0
14,40931.75,157845.0,116913.25,0.0,40931.75,0,0.0,0.0,0,0
10,325521.86,0.0,0.0,1267752.81,1593274.67,0,325521.86,0.0,0,0
18,155368.15,32542.0,0.0,2723339.53,2878707.68,1,122826.15,-4.656612873077393e-10,0,0
9,190951.02,0.0,0.0,12959165.18,13150116.21,0,190951.02,-0.0100000016391277,0,0
12,109977.54,540.0,0.0,43434.92,153412.46,0,109437.54,0.0,0,0
14,70678.5,11502.0,0.0,613135.57,683814.07,0,59176.5,0.0,0,0
14,63742.21,23670.0,0.0,3466.93,67209.14,1,40072.21,0.0,0,0
13,191371.26,0.0,0.0,236078.09,427449.34,0,191371.26,0.0099999999511055,0,0
17,74648.9,0.0,0.0,284595.89,359244.79,0,74648.9,5.820766091346741e-11,0,0
12,45763.34,0.0,0.0,376445.76,422209.1,1,45763.34,0.0,0,0
19,194690.38,32967.0,0.0,0.0,84298.51,0,161723.38,110391.87,0,0
19,87531.36,0.0,0.0,275217.01,362748.37,0,87531.36,0.0,0,0
17,136713.86,9092.0,0.0,1431470.35,1568184.21,0,127621.86,0.0,0,0
23,243028.65,243028.65,0.0,441285.14,684313.79,0,0.0,0.0,1,1
13,170911.4,16521.45,0.0,2170091.39,2341002.79,0,154389.94999999998,0.0,0,0
11,270227.95,0.0,0.0,1541990.46,1812218.42,1,270227.95,-0.0100000000093132,0,0
20,10862.5,0.0,0.0,1299779.09,1310641.59,0,10862.5,0.0,0,0
10,818187.08,0.0,0.0,1150456.85,1968643.93,1,818187.08,2.3283064365386963e-10,0,0
13,116551.69,0.0,0.0,1228582.06,1345133.75,0,116551.69,0.0,0,0
19,64369.12,1375420.89,1311051.77,103541.0,167910.12,0,2.3283064365386963e-10,0.0,0,0
19,38364.07,0.0,0.0,83197.79,121561.86,1,38364.07,-1.4551915228366852e-11,0,0
19,1687147.45,0.0,0.0,3066033.86,4753181.31,1,1687147.45,0.0,0,0
19,15462.05,13944.0,0.0,299263.79,314725.85,0,1518.0499999999993,-0.0100000000093132,0,0
20,157980.28,0.0,0.0,1021906.9,1179887.18,0,157980.28,0.0,0,0
12,351776.43,17941.0,0.0,0.0,351776.43,0,333835.43,0.0,0,0
16,206796.56,90389.0,0.0,144402.54,351199.1,0,116407.56,0.0,0,0
14,470797.31,10156.0,0.0,0.0,470797.31,0,460641.31,0.0,0,0
13,724519.88,512284.0,0.0,0.0,724519.88,1,212235.88,0.0,0,0
13,215784.12,0.0,0.0,3021804.03,3237588.15,0,215784.12,0.0,0,0
16,25609.37,0.0,0.0,30660.55,56269.92,0,25609.37,0.0,0,0
12,166864.55,121443.0,0.0,12488843.68,12655708.23,0,45421.54999999999,0.0,0,0
13,407831.25,718576.0,310744.75,0.0,407831.25,0,0.0,0.0,0,0
11,283093.5,10765.0,0.0,340379.52,623473.03,0,272328.5,-0.0100000000093132,0,0
19,621080.67,621080.67,0.0,0.0,0.0,1,0.0,621080.67,1,1
11,56510.44,62289.0,5778.56,936037.0,1084891.0,0,0.0,-92343.56000000006,0,0
22,348012.31,0.0,0.0,675872.44,1023884.75,0,348012.31,0.0,0,0
21,282332.91,282332.91,0.0,3156776.71,3439109.62,0,0.0,0.0,1,1
20,194742.06,0.0,0.0,4912272.85,5107014.92,1,194742.06,-0.0100000007078051,0,0
16,215149.88,51627.0,0.0,887144.88,1102294.76,0,163522.88,0.0,0,0
13,296379.31,0.0,0.0,330214.07,626593.38,1,296379.31,0.0,0,0
21,46595.79,41803.29,0.0,107819.78,154415.57,0,4792.5,0.0,0,0
